[start]
20160101	0	20300101	0	50700	999999	0	0	5	202	1	每天登入就可獲得貓咪券！	登入獎勵<br>已獲得貓咪券！	7	0	1
20170721	1100	20300101	0	50700	999999	0	0	50221	303	0		https://ponos.s3.dualstack.ap-northeast-1.amazonaws.com/information/appli/battlecats/event/tw/20170128L2.html	1	1	0
20170721	1100	20300101	0	50700	999999	0	0	50220	303	0		https://ponos.s3.dualstack.ap-northeast-1.amazonaws.com/information/appli/battlecats/event/tw/20170128L2.html	6	1	0
20170919	0	20300101	0	60400	999999	0	0	50321	804	0			7	1	0
20181217	1100	20300101	0	80000	999999	0	0	5100	930	0	貓咪俱樂部☆黃金會員專屬登入章	貓咪軍團向黃金會員送上大禮！！<br>每天30個貓罐頭，最多可獲得600個喵！	7	0	1
20190922	0	20300101	0	80200	999999	0	1	0	1	22	0	0	50732	303	0		https://ponosgames.com/information/appli/battlecats/event/tw/catmemorialdayL1.html	7	0	1
20191001	0	20300101	0	81000	999999	0	0	5110	807	0			0	0	0
20191018	1100	20300101	0	80200	80899	0	0	50742	303	0		https://ponosgames.com/information/appli/battlecats/event/tw/20191018o.html	7	0	1
20201216	1800	20300101	0	100100	999999	0	0	51087	29002	0			0	0	1
20201216	1800	20300101	0	100100	999999	0	0	51093	29008	0			0	0	1
20201221	1100	20300101	0	80900	100099	0	0	51094	303	0		https://nyanko-webview.ponosgames.com/information/appli/battlecats/event/tw/20201221o.html	7	0	1
20210301	0	20300101	0	100300	999999	0	1	0	2	1	2	0	0	51132	817	0			7	0	0
20210301	0	20300101	0	100300	999999	0	1	0	2	1	2	0	0	51133	818	0			7	0	0
20210301	0	20300101	0	100300	999999	0	1	0	3	10	11	12	0	0	51134	817	0			7	0	0
20210301	0	20300101	0	100300	999999	0	1	0	3	10	11	12	0	0	51135	818	0			7	0	0
20210301	0	20300101	0	100300	999999	0	1	0	3	22	23	24	0	0	51136	817	0			7	0	0
20210301	0	20300101	0	100300	999999	0	1	0	3	22	23	24	0	0	51137	818	0			7	0	0
20210301	000	20300101	000	100300	999999	0	0	5120	819	0			100	0	0
20210406	0	20300101	0	100400	999999	0	0	1711	202	1	恭喜通過台灣！		1	1	0
20210406	0	20300101	0	100400	999999	0	0	1712	201	2000	恭喜通過中國！		4	1	0
20210406	000	20300101	000	100400	999999	0	0	1713	203	1	恭喜通過日本！		7	1	0
20210406	000	20300101	000	100400	999999	0	0	1714	201	3000	恭喜通過日本！		7	1	0
20210406	0	20300101	0	100400	999999	0	0	1715	220	1	恭喜通過馬爾地夫！		10	1	0
20210406	000	20300101	000	100400	999999	0	0	1716	203	1	恭喜通過尼泊爾！		12	1	0
20210406	000	20300101	000	100400	999999	0	0	1717	0	5	恭喜通過尼泊爾！		12	1	0
20210406	000	20300101	000	100400	999999	0	0	1718	203	1	恭喜通過南非！		17	1	0
20210406	000	20300101	000	100400	999999	0	0	1719	220	2	恭喜通過南非！		17	1	0
20210406	000	20300101	000	100400	999999	0	0	1720	201	8000	恭喜通過義大利！		24	1	0
20210406	000	20300101	000	100400	999999	0	0	1721	2	5	恭喜通過義大利！		24	1	0
20210406	000	20300101	000	100400	999999	0	0	1722	203	1	恭喜通過丹麥！		29	1	0
20210406	000	20300101	000	100400	999999	0	0	1723	220	2	恭喜通過丹麥！		29	1	0
20210406	000	20300101	000	100400	999999	0	0	1724	201	11000	恭喜通過加拿大！		33	1	0
20210406	000	20300101	000	100400	999999	0	0	1725	4	5	恭喜通過加拿大！		33	1	0
20210406	000	20300101	000	100400	999999	0	0	1726	201	13000	恭喜通過牙買加！		36	1	0
20210406	000	20300101	000	100400	999999	0	0	1727	5	5	恭喜通過牙買加！		36	1	0
20210406	000	20300101	000	100400	999999	0	0	1728	200	50	恭喜通過阿根廷！		39	1	0
20210406	000	20300101	000	100400	999999	0	0	1729	220	1	恭喜通過阿根廷！		39	1	0
20210406	000	20300101	000	100400	999999	0	0	1730	201	15000	恭喜通過墨西哥！		42	1	0
20210406	000	20300101	000	100400	999999	0	0	1731	3	5	恭喜通過墨西哥！		42	1	0
20210406	000	20300101	000	100400	999999	0	0	1732	202	1	恭喜通過阿拉斯加！		46	1	0
20210406	000	20300101	000	100400	999999	0	0	1733	1	5	恭喜通過阿拉斯加！		46	1	0
20210406	000	20300101	000	100400	999999	0	0	1734	201	18000	恭喜通過夏威夷！		47	1	0
20210406	000	20300101	000	100400	999999	0	0	1735	203	3	恭喜通過月球！		100	1	0
20210406	000	20300101	000	100400	999999	0	0	1736	201	20000	恭喜通過月球！		100	1	0
20210406	000	20300101	000	100400	999999	0	0	51143	29000	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51144	29001	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51145	29003	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51146	29004	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51147	29005	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51148	29006	0			0	0	0
20210406	000	20300101	000	100400	999999	0	0	51149	29007	0			0	0	0
20210622	0	20300101	0	100600	999999	0	0	51177	949	0	☆回鍋登入獎勵章☆	真高興見到你～歡迎回鍋！送上一點小禮物<br>希望你每天都記得登入貓戰領取豪華獎勵喔！	7	0	1
20241022	0	20300101	0	130600	999999	0	1	0	1	22	0	0	2382	203	1	喵喵紀念日☆	每月22日就是喵喵日！<br>大放送全體贈送「稀有券」1張！	7	0	1	0	0
20241022	0	20300101	0	130600	999999	0	1	0	1	22	0	0	2383	220	1	喵喵紀念日☆	每月22日就是喵喵日！<br>感謝大家支持遊戲，全體贈送「首領旗」1面！	7	0	1	0	0
20250123	000	20300101	000	140100	999999	0	0	52026	846	0			7	0	0
20250123	000	20300101	000	140100	999999	0	0	52027	847	0			7	0	0
20250307	1100	20250404	1100	140101	999999	0	0	90005	33000	0			1300	0	1
20250310	1100	20250407	1100	140200	999999	0	0	2406	201	10000	每天送你培育角色所需的好用道具！努力通過世界篇吧！	把握活動期間來提升貓咪軍團的戰力！（4/7止）	300	2	1
20250310	1100	20250324	1100	140200	999999	0	0	52059	906	0	♥情人節快樂♥	活動期間內登入遊戲，每天可以獲得1個登入紀念章！<br>收集紀念章，XP和各種道具等著你喔！！	7	0	1
20250314	1100	20300101	000	140200	999999	0	0	52061	301	0			7	0	0
20250314	1100	20300101	000	140200	999999	0	0	52062	302	0			7	0	0
20250314	1100	20250407	1100	140200	999999	0	0	52060	35024	0	☆1億下載紀念☆	活動期間內登入遊戲，每天可以獲得1個登入紀念章！<br>天天登入最多共可獲得稀有券和貓咪券各5張，共10張轉蛋券喔！（4/7止）	7	0	1
20250314	1100	20250407	1100	140200	999999	0	0	2404	848	0			7	0	0	0	0
20250314	1100	20250407	1100	140200	999999	0	0	52063	822	0			7	0	0
